aoa	knots	lift
0	105	110.621155
1	89	104.038979
2	79	110.083893
3	72	120.594360
4	66	107.814812
5	62	122.826942
6	58	109.086205
7	55	109.764526
8	53	133.430893
9	50	100.056328
10	49	141.874908
11	47	128.704483
12	45	105.327431
13	44	111.898888
14	47	113.715340
15	46	100.439537
16	59	136.930389
17	65	125.909164
18	63	100.915459
19	62	106.528488
20	61	108.961952
